Gene Symbol,Gene ID,Interaction Count,Organism Count
BRMS1,25855,1,1
BRPF3,27154,1,1
BSDC1,55108,1,1
BTBD1,53339,1,1
BTBD10,84280,1,1
BTBD18,643376,1,1
BTBD9,114781,1,1
BTN3A1,11119,1,1
BTN3A3,10384,1,1
BTRC,8945,1,1
C11ORF24,53838,1,1
C11ORF58,10944,1,1
C11ORF86,254439,1,1
C11ORF87,399947,1,1
C11ORF96,387763,1,1
C12ORF43,64897,1,1
C12ORF76,400073,1,1
C14ORF119,55017,1,1
C1GALT1C1,29071,1,1
C1ORF115,79762,1,1
C1ORF162,128346,1,1
C1ORF74,148304,1,1
C1QL1,10882,1,1
C1QTNF6,114904,1,1
C1R,715,1,1
C1S,716,1,1
C20ORF203,284805,1,1
C2CD2L,9854,1,1
C2H1ORF56,295265,1,1
C2ORF80,389073,1,1
C3,718,1,1
C4A,720,1,1
C4B,721,1,1
C4BPA,722,1,1
C4ORF46,201725,1,1
C5,727,1,1
C5ORF58,133874,1,1
C5ORF63,401207,1,1
C8ORF58,541565,1,1
CA1,759,1,1
CA12,771,1,1
CA5BP1,340591,1,1
CA8,767,1,1
CABP1,9478,1,1
CABYR,26256,1,1
CACHD1,57685,1,1
CACNA1C,775,1,1
CACNA1E,777,1,1
CACNA2D1,781,1,1
CACNB4,785,1,1
CACNG2,10369,1,1
CACNG8,59283,1,1
CAD74A,39936,1,1
CADM2,253559,1,1
CADPS,8618,1,1
CALCOCO2,10241,1,1
CALM1,801,1,1
CALML4,91860,1,1
CALML5,51806,1,1
CALN1,83698,1,1
CALY,50632,1,1
CAMK2A,815,1,1
CAMK2B,816,1,1
CAMK2G,818,1,1
CAMK2N2,94032,1,1
CAMKK1,84254,1,1
CAMKK2,10645,1,1
CAMLG,819,1,1
CAMSAP1,157922,1,1
CAND1,55832,1,1
CANX,821,1,1
CAP,36084,1,1
CAP1,10487,1,1
CAPAR,40393,1,1
CAPN1,823,1,1
CAPN14,440854,1,1
CAPZA1,829,1,1
CARM1,10498,1,1
CARS1,833,1,1
CARS2,79587,1,1
CASKIN1,57524,1,1
CASP12,100506742,1,1
CASP6,839,1,1
CASZ1,54897,1,1
CAT-2,173411,1,1
CAV2,858,1,1
CBLN3,643866,1,1
CBS,875,1,1
CBX2,84733,1,1
CBX5,23468,1,1
CCDC61,729440,1,1
CCDC77,84318,1,1
CCDC85A,114800,1,1
CCDC97,90324,1,1
CCKBR,887,1,1
CCL11,6356,1,1
CCL2,6347,1,1
CCL20,6364,1,1
CCL28,56477,1,1
CCL4,6351,1,1
CCNA2,890,1,1
CCND2,894,1,1
CCNJ,54619,1,1
CCNJL,79616,1,1
CCPG1,9236,1,1
CCSER2,54462,1,1
CCT2,10576,1,1
CCT3,7203,1,1
CCT5,22948,1,1
CCT6A,908,1,1
CD109,135228,1,1
CD164,8763,1,1
CD200,4345,1,1
CD209,30835,1,1
CD2BP2,10421,1,1
CD37,951,1,1
CD4,920,1,1
CD44,960,1,1
CD55,1604,1,1
CD58,965,1,1
CD59,966,1,1
CD63,967,1,1
CD74,972,1,1
CD81,975,1,1
CD82,3732,1,1
CD83,9308,1,1
CD86,942,1,1
CDC16,8881,1,1
CDC20B,166979,1,1
CDC27,996,1,1
CDC37,11140,1,1
CDC42EP1,11135,1,1
CDCA2,157313,1,1
CDCA4,55038,1,1
CDCA7,83879,1,1
CDCA7L,55536,1,1
CDCA8,55143,1,1
CDH11,1009,1,1
CDH12,1010,1,1
CDH15,1013,1,1
CDH18,1016,1,1
CDH3,1001,1,1
CDH4,1002,1,1
CDH8,1006,1,1
CDK5R2,8941,1,1
CDK5RAP2,55755,1,1
CDKL2,8999,1,1
CDKN1C,1028,1,1
CDKN2AIPNL,91368,1,1
CDKN2D,1032,1,1
CDS1,1040,1,1
CDYL,9425,1,1
CEACAM5,1048,1,1
CEBPA,1050,1,1
